original_request_url,time,reaction_count,scrape
https://www.facebook.com/groups/781347675284086/permalink/4498490100236473,2021-05-14 01:55:14,12.0,2022-09-15 07:24:17.219741
https://www.facebook.com/groups/781347675284086/permalink/3955137657905056,2020-10-27 12:52:34,39.0,2022-09-15 07:24:17.219741
https://www.facebook.com/groups/781347675284086/permalink/1020554774696707,2016-05-05 03:53:20,89.0,2022-09-15 07:24:17.219741
https://www.facebook.com/groups/781347675284086/permalink/1055587091193475,2016-07-02 04:03:58,221.0,2022-09-15 07:24:17.219741
https://www.facebook.com/groups/781347675284086/permalink/2240812772670895,2019-05-25 06:55:11,48.0,2022-09-15 07:24:17.219741
https://www.facebook.com/groups/781347675284086/permalink/2145915325493974,2019-03-27 02:47:04,52.0,2022-09-15 07:24:17.219741
https://www.facebook.com/groups/781347675284086/permalink/2236894783062694,2019-05-23 01:57:27,28.0,2022-09-15 07:24:17.219741
https://www.facebook.com/groups/781347675284086/permalink/1476890429063137,2017-09-19 07:40:31,49.0,2022-09-15 07:24:17.219741
https://www.facebook.com/groups/781347675284086/permalink/1098893666862817,2016-09-02 04:01:08,93.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/1951481718270670,2018-11-13 04:10:01,140.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/1283184008433781,2017-03-04 11:21:44,26.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/2155417354543771,2019-04-02 04:57:21,185.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/1911614235590752,2018-10-17 03:13:22,11.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/789786581106862,2015-02-15 13:34:53,52.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/1329903587095156,2017-04-16 09:25:56,11.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/1812970038788506,2018-08-05 12:54:04,109.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/2014574615294713,2018-12-29 10:14:59,32.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/5005932342825577,2021-10-31 06:51:45,55.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/1879673295451513,2018-09-21 12:15:57,11.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/5031374476948030,2021-11-08 11:10:15,104.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/1476332499118930,2017-09-18 14:02:23,30.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/966520750100110,2016-02-12 01:18:24,35.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/5864073690344767,2022-07-31 05:04:27,80.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/5661702333915238,2022-05-20 09:20:25,30.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/1488637937888386,2017-10-03 08:40:13,15.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/1431582826927231,2017-07-29 04:24:22,119.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/1284161621669353,2017-03-05 11:21:44,39.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/914376651981187,2015-11-05 06:38:50,89.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/1282931155125733,2017-03-04 05:11:27,8.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/1118263628259154,2016-09-26 10:10:25,44.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/2269411346477704,2019-06-10 05:57:18,79.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/913532195398966,2015-11-03 04:32:22,256.0,2022-09-15 06:28:36.705025
https://www.facebook.com/groups/781347675284086/permalink/1886387888113387,2018-09-27 03:56:22,14.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/1417750764977104,2017-07-15 05:43:37,30.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/2305655892853249,2019-06-30 17:46:37,20.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/2403214526430718,2019-08-25 06:09:51,26.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/5650002921751846,2022-05-16 08:36:24,102.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/1730216293730548,2018-06-12 04:20:49,21.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/5714761821942622,2022-06-07 06:04:04,103.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/2233716770047162,2019-05-21 06:56:06,29.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/1231050866980429,2017-01-10 14:26:02,74.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/2292194467532725,2019-06-23 03:19:38,71.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/915808758504643,2015-11-08 11:43:09,60.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/3831156513636505,2020-09-15 14:45:31,84.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/5658372404248231,2022-05-19 07:00:32,76.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/1024815284270656,2016-05-12 10:35:39,188.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/2232384473513725,2019-05-20 12:21:56,20.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/1405739342844913,2017-07-03 01:44:16,26.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/1516100371808809,2017-11-02 17:57:34,37.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/1253590048059844,2017-02-03 11:48:28,120.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/2051015264983981,2019-01-23 11:41:38,52.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/2128717807213726,2019-03-16 03:07:11,11.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/866998030052383,2015-07-27 01:47:10,252.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/916126478472871,2015-11-09 05:34:16,183.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/806420302776823,2015-03-20 05:14:20,32.0,2022-09-15 06:28:36.705220
https://www.facebook.com/groups/781347675284086/permalink/2342848679133970,2019-07-22 00:40:16,124.0,2022-09-15 06:28:36.705220
